site,date,evi,tag
SJER,2020-04-22,0.3289,training
SJER,2020-04-30,0.30110000000000003,training
SJER,2020-05-08,0.2456,training
SJER,2020-05-16,0.22490000000000002,training
SJER,2020-05-24,0.2228,training
SJER,2020-06-01,0.21050000000000002,training
SJER,2020-06-09,0.21050000000000002,training
SJER,2020-06-17,0.217,training
SJER,2020-06-25,0.2015,training
SJER,2020-07-03,0.2015,training
SJER,2020-07-11,0.2124,training
SJER,2020-07-19,0.21780000000000002,training
SJER,2020-07-27,0.22660000000000002,training
SJER,2020-08-04,0.22660000000000002,training
SJER,2020-08-12,0.2122,training
SJER,2020-09-13,0.1945,training
SJER,2020-09-21,0.1945,training
SJER,2020-09-29,0.2152,training
SJER,2020-10-07,0.2152,training
SJER,2020-10-31,0.24080000000000001,training
SJER,2020-11-08,0.24080000000000001,training
SJER,2020-11-16,0.2331,training
SJER,2020-11-24,0.2331,training
SJER,2020-12-02,0.2242,training
SJER,2020-12-26,0.3471,training
SJER,2021-01-01,0.3471,validation_temporal
SJER,2021-01-17,0.3448,validation_temporal
SJER,2021-01-25,0.3448,validation_temporal
SJER,2021-02-02,0.40040000000000003,validation_temporal
SJER,2021-02-10,0.3934,validation_temporal
SJER,2021-02-18,0.3934,validation_temporal
SJER,2021-02-26,0.4217,validation_temporal
SJER,2021-03-14,0.4423,validation_temporal
SJER,2021-03-22,0.4888,validation_temporal
SJER,2021-03-30,0.4888,validation_temporal
SJER,2021-04-07,0.41050000000000003,validation_temporal
SJER,2021-04-15,0.364,validation_temporal
SJER,2021-04-23,0.3558,validation_temporal
